,p_value,batch_size,number_of_epochs,train_score,val_score
106,0.3,400.0,40.0,0.6540215476285897,0.6603571457099265
107,0.3,400.0,50.0,0.6568072299071952,0.6626815173327231
108,0.3,400.0,60.0,0.6609056014464606,0.6612462426831198
109,0.3,400.0,70.0,0.6607653894281172,0.6612462426831198
110,0.3,400.0,80.0,0.6598750316132197,0.6677420230734707
111,0.3,400.0,90.0,0.6627374617467868,0.669589403514693
112,0.3,400.0,100.0,0.6630549554719055,0.6723535743820832
113,0.3,400.0,110.0,0.6712657085844437,0.677857857384152
114,0.3,400.0,120.0,0.6747112762413326,0.68059840386371
115,0.3,400.0,130.0,0.6798393835476569,0.6866108969136895
116,0.3,400.0,140.0,0.6798393835476569,0.6866108969136895
117,0.3,400.0,150.0,0.6893571016585397,0.6877476305707395
118,0.3,400.0,160.0,0.6942721309233972,0.6856927527177765
119,0.3,400.0,170.0,0.7006455744531325,0.6936926982407353
120,0.3,400.0,180.0,0.706098974982238,0.6955050842571481
121,0.3,400.0,190.0,0.712958798290818,0.7015134301642891
122,0.3,400.0,200.0,0.7198487299204969,0.7049241241263604
123,0.3,400.0,210.0,0.7269133974253155,0.7089958885303496
124,0.3,400.0,220.0,0.7352239931057007,0.7219397944739371
125,0.3,400.0,230.0,0.749675656824669,0.7343686385674852
126,0.3,400.0,240.0,0.7540382620225888,0.73989887885617
127,0.3,400.0,250.0,0.7575756126133809,0.7444067819853595
128,0.3,400.0,260.0,0.7636974903809771,0.7451569408742643
129,0.3,400.0,270.0,0.7641955836987706,0.7501899163602745
130,0.3,400.0,280.0,0.7643919470898575,0.7520566718495482
131,0.3,400.0,290.0,0.7658098250874086,0.7579771695453383
132,0.3,400.0,300.0,0.7645338429157447,0.7622059369202226
133,0.3,400.0,310.0,0.7632992269824251,0.7643172306516235
134,0.3,400.0,320.0,0.7610323248489698,0.7664271059400675
135,0.3,400.0,330.0,0.7615367145930291,0.7593649976086236
136,0.3,400.0,340.0,0.7609270896184244,0.7600095587356733
137,0.3,400.0,350.0,0.7609270896184244,0.7600095587356733
138,0.3,400.0,360.0,0.7609270896184244,0.7600095587356733
139,0.3,400.0,370.0,0.7609270896184244,0.7600095587356733
140,0.3,400.0,380.0,0.7609270896184244,0.7600095587356733
141,0.3,400.0,390.0,0.7609270896184244,0.7600095587356733
142,0.3,400.0,400.0,0.7609270896184244,0.7600095587356733
143,0.3,400.0,410.0,0.7609270896184244,0.7600095587356733
144,0.3,400.0,420.0,0.7609270896184244,0.7600095587356733
